date,order_id,order_total,Overall_Avg_Total,Difference_from_Avg_Total,MAD_Overall,AVG_Total_BY_ITEM,Difference_from_AVG_by_ITEM,MAD_by_item
1-May,120-2,18.01,43.962370173102485,-25.952370173102484,0.00000000000004436871051061238,50.30396551724142,-32.29396551724142,-0.0000000000000019916011435086696
1-May,118-1,46.3,43.962370173102485,2.337629826897512,0.00000000000004436871051061238,50.30396551724142,-4.003965517241426,-0.0000000000000019916011435086696
1-May,119-1,58.66,43.962370173102485,14.697629826897511,0.00000000000004436871051061238,50.30396551724142,8.356034482758574,-0.0000000000000019916011435086696
1-May,117-2,22.65,43.962370173102485,-21.312370173102487,0.00000000000004436871051061238,50.30396551724142,-27.653965517241424,-0.0000000000000019916011435086696
1-May,116-1,45.95,43.962370173102485,1.9876298268975177,0.00000000000004436871051061238,50.30396551724142,-4.35396551724142,-0.0000000000000019916011435086696
1-May,115-1,78.84,43.962370173102485,34.87762982689752,0.00000000000004436871051061238,50.30396551724142,28.53603448275858,-0.0000000000000019916011435086696
1-May,114-1,36.62,43.962370173102485,-7.342370173102488,0.00000000000004436871051061238,50.30396551724142,-13.683965517241425,-0.0000000000000019916011435086696
1-May,113-1,20.65,43.962370173102485,-23.312370173102487,0.00000000000004436871051061238,50.30396551724142,-29.653965517241424,-0.0000000000000019916011435086696
1-May,112-1,71.95,43.962370173102485,27.987629826897518,0.00000000000004436871051061238,50.30396551724142,21.64603448275858,-0.0000000000000019916011435086696
1-May,111-1,54.21,43.962370173102485,10.247629826897516,0.00000000000004436871051061238,50.30396551724142,3.906034482758578,-0.0000000000000019916011435086696
1-May,109-1,75,43.962370173102485,31.037629826897515,0.00000000000004436871051061238,50.30396551724142,24.696034482758577,-0.0000000000000019916011435086696
1-May,108-1,65.62,43.962370173102485,21.65762982689752,0.00000000000004436871051061238,50.30396551724142,15.316034482758582,-0.0000000000000019916011435086696
1-May,107-1,24.65,43.962370173102485,-19.312370173102487,0.00000000000004436871051061238,50.30396551724142,-25.653965517241424,-0.0000000000000019916011435086696
1-May,103-1,45.26,43.962370173102485,1.2976298268975128,0.00000000000004436871051061238,50.30396551724142,-5.043965517241425,-0.0000000000000019916011435086696
1-May,99-1,47.14,43.962370173102485,3.1776298268975154,0.00000000000004436871051061238,50.30396551724142,-3.1639655172414223,-0.0000000000000019916011435086696
1-May,97-1,41.3,43.962370173102485,-2.662370173102488,0.00000000000004436871051061238,50.30396551724142,-9.003965517241426,-0.0000000000000019916011435086696
1-May,95-1,44.13,43.962370173102485,0.16762982689751738,0.00000000000004436871051061238,50.30396551724142,-6.17396551724142,-0.0000000000000019916011435086696
1-May,93-1,54.21,43.962370173102485,10.247629826897516,0.00000000000004436871051061238,50.30396551724142,3.906034482758578,-0.0000000000000019916011435086696
1-May,92-1,40.73,43.962370173102485,-3.2323701731024883,0.00000000000004436871051061238,50.30396551724142,-9.573965517241426,-0.0000000000000019916011435086696
1-May,91-1,48.3,43.962370173102485,4.337629826897512,0.00000000000004436871051061238,50.30396551724142,-2.0039655172414257,-0.0000000000000019916011435086696
2-May,157-1,20.65,43.962370173102485,-23.312370173102487,0.00000000000004436871051061238,50.30396551724142,-29.653965517241424,-0.0000000000000019916011435086696
2-May,156-1,32.27,43.962370173102485,-11.692370173102482,0.00000000000004436871051061238,50.30396551724142,-18.03396551724142,-0.0000000000000019916011435086696
2-May,155-2,20.65,43.962370173102485,-23.312370173102487,0.00000000000004436871051061238,50.30396551724142,-29.653965517241424,-0.0000000000000019916011435086696
2-May,154-1,38.66,43.962370173102485,-5.302370173102489,0.00000000000004436871051061238,50.30396551724142,-11.643965517241426,-0.0000000000000019916011435086696
2-May,153-1,20.65,43.962370173102485,-23.312370173102487,0.00000000000004436871051061238,50.30396551724142,-29.653965517241424,-0.0000000000000019916011435086696
2-May,152-1,50,43.962370173102485,6.037629826897515,0.00000000000004436871051061238,50.30396551724142,-0.30396551724142284,-0.0000000000000019916011435086696
2-May,151-1,69.95,43.962370173102485,25.987629826897518,0.00000000000004436871051061238,50.30396551724142,19.64603448275858,-0.0000000000000019916011435086696
2-May,150-1,20.65,43.962370173102485,-23.312370173102487,0.00000000000004436871051061238,50.30396551724142,-29.653965517241424,-0.0000000000000019916011435086696
2-May,149-1,44.66,43.962370173102485,0.6976298268975114,0.00000000000004436871051061238,50.30396551724142,-5.643965517241426,-0.0000000000000019916011435086696
2-May,148-1,45.3,43.962370173102485,1.337629826897512,0.00000000000004436871051061238,50.30396551724142,-5.003965517241426,-0.0000000000000019916011435086696
2-May,146-1,20.65,43.962370173102485,-23.312370173102487,0.00000000000004436871051061238,50.30396551724142,-29.653965517241424,-0.0000000000000019916011435086696
2-May,145-1,43.66,43.962370173102485,-0.3023701731024886,0.00000000000004436871051061238,50.30396551724142,-6.643965517241426,-0.0000000000000019916011435086696
2-May,144-1,35.26,43.962370173102485,-8.702370173102487,0.00000000000004436871051061238,50.30396551724142,-15.043965517241425,-0.0000000000000019916011435086696
2-May,143-1,46.3,43.962370173102485,2.337629826897512,0.00000000000004436871051061238,50.30396551724142,-4.003965517241426,-0.0000000000000019916011435086696
2-May,142-1,21.01,43.962370173102485,-22.952370173102484,0.00000000000004436871051061238,50.30396551724142,-29.29396551724142,-0.0000000000000019916011435086696
2-May,141-1,43.22,43.962370173102485,-0.7423701731024863,0.00000000000004436871051061238,50.30396551724142,-7.083965517241424,-0.0000000000000019916011435086696
2-May,139-1,40.26,43.962370173102485,-3.702370173102487,0.00000000000004436871051061238,50.30396551724142,-10.043965517241425,-0.0000000000000019916011435086696
2-May,138-1,79.38,43.962370173102485,35.41762982689751,0.00000000000004436871051061238,50.30396551724142,29.076034482758573,-0.0000000000000019916011435086696
2-May,136-1,68.26,43.962370173102485,24.29762982689752,0.00000000000004436871051061238,50.30396551724142,17.956034482758582,-0.0000000000000019916011435086696
2-May,135-1,21.01,43.962370173102485,-22.952370173102484,0.00000000000004436871051061238,50.30396551724142,-29.29396551724142,-0.0000000000000019916011435086696
2-May,134-1,38.66,43.962370173102485,-5.302370173102489,0.00000000000004436871051061238,50.30396551724142,-11.643965517241426,-0.0000000000000019916011435086696
2-May,133-1,41.3,43.962370173102485,-2.662370173102488,0.00000000000004436871051061238,50.30396551724142,-9.003965517241426,-0.0000000000000019916011435086696
2-May,133-2,22.65,43.962370173102485,-21.312370173102487,0.00000000000004436871051061238,50.30396551724142,-27.653965517241424,-0.0000000000000019916011435086696
2-May,132-1,66.16,43.962370173102485,22.19762982689751,0.00000000000004436871051061238,50.30396551724142,15.856034482758574,-0.0000000000000019916011435086696
2-May,128-1,67.31,43.962370173102485,23.347629826897517,0.00000000000004436871051061238,50.30396551724142,17.00603448275858,-0.0000000000000019916011435086696
2-May,127-1,94.11,43.962370173102485,50.147629826897514,0.00000000000004436871051061238,50.30396551724142,43.80603448275858,-0.0000000000000019916011435086696
2-May,126-1,47.3,43.962370173102485,3.337629826897512,0.00000000000004436871051061238,50.30396551724142,-3.0039655172414257,-0.0000000000000019916011435086696
2-May,125-1,109.19,43.962370173102485,65.22762982689751,0.00000000000004436871051061238,50.30396551724142,58.886034482758575,-0.0000000000000019916011435086696
2-May,124-1,20.01,43.962370173102485,-23.952370173102484,0.00000000000004436871051061238,50.30396551724142,-30.29396551724142,-0.0000000000000019916011435086696
2-May,123-1,23.01,43.962370173102485,-20.952370173102484,0.00000000000004436871051061238,50.30396551724142,-27.29396551724142,-0.0000000000000019916011435086696
2-May,121-1,42.26,43.962370173102485,-1.7023701731024872,0.00000000000004436871051061238,50.30396551724142,-8.043965517241425,-0.0000000000000019916011435086696
2-May,120-1,44.3,43.962370173102485,0.337629826897512,0.00000000000004436871051061238,50.30396551724142,-6.003965517241426,-0.0000000000000019916011435086696
2-May,119-1,75.9,43.962370173102485,31.93762982689752,0.00000000000004436871051061238,50.30396551724142,25.596034482758583,-0.0000000000000019916011435086696
2-May,118-1,117.5,43.962370173102485,73.53762982689751,0.00000000000004436871051061238,50.30396551724142,67.19603448275858,-0.0000000000000019916011435086696
2-May,117-1,59.31,43.962370173102485,15.347629826897517,0.00000000000004436871051061238,50.30396551724142,9.00603448275858,-0.0000000000000019916011435086696
2-May,116-1,68.19,43.962370173102485,24.227629826897513,0.00000000000004436871051061238,50.30396551724142,17.886034482758575,-0.0000000000000019916011435086696
2-May,114-1,64.01,43.962370173102485,20.04762982689752,0.00000000000004436871051061238,50.30396551724142,13.706034482758582,-0.0000000000000019916011435086696
2-May,113-1,70.5,43.962370173102485,26.537629826897515,0.00000000000004436871051061238,50.30396551724142,20.196034482758577,-0.0000000000000019916011435086696
2-May,111-1,48.66,43.962370173102485,4.697629826897511,0.00000000000004436871051061238,50.30396551724142,-1.6439655172414263,-0.0000000000000019916011435086696
2-May,111-2,20.01,43.962370173102485,-23.952370173102484,0.00000000000004436871051061238,50.30396551724142,-30.29396551724142,-0.0000000000000019916011435086696
2-May,111-3,25.65,43.962370173102485,-18.312370173102487,0.00000000000004436871051061238,50.30396551724142,-24.653965517241424,-0.0000000000000019916011435086696
2-May,109-1,45.3,43.962370173102485,1.337629826897512,0.00000000000004436871051061238,50.30396551724142,-5.003965517241426,-0.0000000000000019916011435086696
2-May,107-1,53.73,43.962370173102485,9.767629826897512,0.00000000000004436871051061238,50.30396551724142,3.426034482758574,-0.0000000000000019916011435086696
2-May,106-1,45.3,43.962370173102485,1.337629826897512,0.00000000000004436871051061238,50.30396551724142,-5.003965517241426,-0.0000000000000019916011435086696
2-May,104-1,110.4,43.962370173102485,66.43762982689752,0.00000000000004436871051061238,50.30396551724142,60.09603448275858,-0.0000000000000019916011435086696
2-May,103-1,61.95,43.962370173102485,17.987629826897518,0.00000000000004436871051061238,50.30396551724142,11.64603448275858,-0.0000000000000019916011435086696
2-May,102-1,48.77,43.962370173102485,4.807629826897518,0.00000000000004436871051061238,50.30396551724142,-1.5339655172414197,-0.0000000000000019916011435086696
2-May,101-1,42.82,43.962370173102485,-1.142370173102485,0.00000000000004436871051061238,50.30396551724142,-7.483965517241423,-0.0000000000000019916011435086696
2-May,100-1,56.09,43.962370173102485,12.127629826897518,0.00000000000004436871051061238,50.30396551724142,5.786034482758581,-0.0000000000000019916011435086696
2-May,99-1,42.26,43.962370173102485,-1.7023701731024872,0.00000000000004436871051061238,50.30396551724142,-8.043965517241425,-0.0000000000000019916011435086696
2-May,98-1,40.9,43.962370173102485,-3.0623701731024866,0.00000000000004436871051061238,50.30396551724142,-9.403965517241424,-0.0000000000000019916011435086696
2-May,97-1,36,43.962370173102485,-7.962370173102485,0.00000000000004436871051061238,50.30396551724142,-14.303965517241423,-0.0000000000000019916011435086696
2-May,96-1,46.3,43.962370173102485,2.337629826897512,0.00000000000004436871051061238,50.30396551724142,-4.003965517241426,-0.0000000000000019916011435086696
2-May,95-1,41.3,43.962370173102485,-2.662370173102488,0.00000000000004436871051061238,50.30396551724142,-9.003965517241426,-0.0000000000000019916011435086696
2-May,94-1,46.66,43.962370173102485,2.6976298268975114,0.00000000000004436871051061238,50.30396551724142,-3.6439655172414263,-0.0000000000000019916011435086696
2-May,94-2,46.66,43.962370173102485,2.6976298268975114,0.00000000000004436871051061238,50.30396551724142,-3.6439655172414263,-0.0000000000000019916011435086696
2-May,91-1,21.01,43.962370173102485,-22.952370173102484,0.00000000000004436871051061238,50.30396551724142,-29.29396551724142,-0.0000000000000019916011435086696
2-May,88-1,49.5,43.962370173102485,5.537629826897515,0.00000000000004436871051061238,50.30396551724142,-0.8039655172414228,-0.0000000000000019916011435086696
2-May,87-1,48.3,43.962370173102485,4.337629826897512,0.00000000000004436871051061238,50.30396551724142,-2.0039655172414257,-0.0000000000000019916011435086696
2-May,86-1,41.9,43.962370173102485,-2.0623701731024866,0.00000000000004436871051061238,50.30396551724142,-8.403965517241424,-0.0000000000000019916011435086696
2-May,81-1,37.9,43.962370173102485,-6.062370173102487,0.00000000000004436871051061238,50.30396551724142,-12.403965517241424,-0.0000000000000019916011435086696
2-May,80-1,47.14,43.962370173102485,3.1776298268975154,0.00000000000004436871051061238,50.30396551724142,-3.1639655172414223,-0.0000000000000019916011435086696
2-May,79-1,41.3,43.962370173102485,-2.662370173102488,0.00000000000004436871051061238,50.30396551724142,-9.003965517241426,-0.0000000000000019916011435086696
3-May,215-1,50,43.962370173102485,6.037629826897515,0.00000000000004436871051061238,50.30396551724142,-0.30396551724142284,-0.0000000000000019916011435086696
3-May,214-1,60.03,43.962370173102485,16.067629826897516,0.00000000000004436871051061238,50.30396551724142,9.726034482758578,-0.0000000000000019916011435086696
3-May,213-1,57.01,43.962370173102485,13.047629826897513,0.00000000000004436871051061238,50.30396551724142,6.706034482758575,-0.0000000000000019916011435086696
3-May,212-1,63.19,43.962370173102485,19.227629826897513,0.00000000000004436871051061238,50.30396551724142,12.886034482758575,-0.0000000000000019916011435086696
3-May,211-1,72.5,43.962370173102485,28.537629826897515,0.00000000000004436871051061238,50.30396551724142,22.196034482758577,-0.0000000000000019916011435086696
3-May,210-1,110.24,43.962370173102485,66.27762982689751,0.00000000000004436871051061238,50.30396551724142,59.93603448275857,-0.0000000000000019916011435086696
3-May,209-1,63,43.962370173102485,19.037629826897515,0.00000000000004436871051061238,50.30396551724142,12.696034482758577,-0.0000000000000019916011435086696
3-May,208-1,54,43.962370173102485,10.037629826897515,0.00000000000004436871051061238,50.30396551724142,3.696034482758577,-0.0000000000000019916011435086696
3-May,204-1,80,43.962370173102485,36.037629826897515,0.00000000000004436871051061238,50.30396551724142,29.696034482758577,-0.0000000000000019916011435086696
3-May,203-1,60.01,43.962370173102485,16.047629826897513,0.00000000000004436871051061238,50.30396551724142,9.706034482758575,-0.0000000000000019916011435086696
3-May,202-1,41.3,43.962370173102485,-2.662370173102488,0.00000000000004436871051061238,50.30396551724142,-9.003965517241426,-0.0000000000000019916011435086696
3-May,201-1,41.3,43.962370173102485,-2.662370173102488,0.00000000000004436871051061238,50.30396551724142,-9.003965517241426,-0.0000000000000019916011435086696
3-May,199-1,80.9,43.962370173102485,36.93762982689752,0.00000000000004436871051061238,50.30396551724142,30.596034482758583,-0.0000000000000019916011435086696
3-May,198-1,51.3,43.962370173102485,7.337629826897512,0.00000000000004436871051061238,50.30396551724142,0.9960344827585743,-0.0000000000000019916011435086696
3-May,197-1,36.12,43.962370173102485,-7.842370173102488,0.00000000000004436871051061238,50.30396551724142,-14.183965517241425,-0.0000000000000019916011435086696
3-May,196-1,64.53,43.962370173102485,20.567629826897516,0.00000000000004436871051061238,50.30396551724142,14.226034482758578,-0.0000000000000019916011435086696
3-May,194-1,41.3,43.962370173102485,-2.662370173102488,0.00000000000004436871051061238,50.30396551724142,-9.003965517241426,-0.0000000000000019916011435086696
3-May,193-1,64.67,43.962370173102485,20.707629826897517,0.00000000000004436871051061238,50.30396551724142,14.366034482758579,-0.0000000000000019916011435086696
3-May,192-1,39.91,43.962370173102485,-4.052370173102489,0.00000000000004436871051061238,50.30396551724142,-10.393965517241426,-0.0000000000000019916011435086696
3-May,191-1,77.32,43.962370173102485,33.35762982689751,0.00000000000004436871051061238,50.30396551724142,27.01603448275857,-0.0000000000000019916011435086696
3-May,190-1,43,43.962370173102485,-0.9623701731024852,0.00000000000004436871051061238,50.30396551724142,-7.303965517241423,-0.0000000000000019916011435086696
3-May,189-1,42.55,43.962370173102485,-1.412370173102488,0.00000000000004436871051061238,50.30396551724142,-7.753965517241426,-0.0000000000000019916011435086696
3-May,188-1,33.8,43.962370173102485,-10.162370173102488,0.00000000000004436871051061238,50.30396551724142,-16.503965517241426,-0.0000000000000019916011435086696
3-May,187-1,81.46,43.962370173102485,37.49762982689751,0.00000000000004436871051061238,50.30396551724142,31.15603448275857,-0.0000000000000019916011435086696
3-May,185-1,20.01,43.962370173102485,-23.952370173102484,0.00000000000004436871051061238,50.30396551724142,-30.29396551724142,-0.0000000000000019916011435086696
3-May,184-1,100.6,43.962370173102485,56.63762982689751,0.00000000000004436871051061238,50.30396551724142,50.29603448275857,-0.0000000000000019916011435086696
3-May,183-1,33.36,43.962370173102485,-10.602370173102486,0.00000000000004436871051061238,50.30396551724142,-16.943965517241423,-0.0000000000000019916011435086696
3-May,182-1,19.91,43.962370173102485,-24.052370173102485,0.00000000000004436871051061238,50.30396551724142,-30.393965517241423,-0.0000000000000019916011435086696
3-May,181-1,22,43.962370173102485,-21.962370173102485,0.00000000000004436871051061238,50.30396551724142,-28.303965517241423,-0.0000000000000019916011435086696
3-May,181-2,21,43.962370173102485,-22.962370173102485,0.00000000000004436871051061238,50.30396551724142,-29.303965517241423,-0.0000000000000019916011435086696
3-May,180-1,72.08,43.962370173102485,28.117629826897513,0.00000000000004436871051061238,50.30396551724142,21.776034482758575,-0.0000000000000019916011435086696
3-May,179-1,41.3,43.962370173102485,-2.662370173102488,0.00000000000004436871051061238,50.30396551724142,-9.003965517241426,-0.0000000000000019916011435086696
3-May,179-2,43.66,43.962370173102485,-0.3023701731024886,0.00000000000004436871051061238,50.30396551724142,-6.643965517241426,-0.0000000000000019916011435086696
3-May,178-1,42.02,43.962370173102485,-1.942370173102482,0.00000000000004436871051061238,50.30396551724142,-8.28396551724142,-0.0000000000000019916011435086696
3-May,177-1,50,43.962370173102485,6.037629826897515,0.00000000000004436871051061238,50.30396551724142,-0.30396551724142284,-0.0000000000000019916011435086696
3-May,175-1,64.31,43.962370173102485,20.347629826897517,0.00000000000004436871051061238,50.30396551724142,14.00603448275858,-0.0000000000000019916011435086696
3-May,174-4,34.23,43.962370173102485,-9.732370173102488,0.00000000000004436871051061238,50.30396551724142,-16.073965517241426,-0.0000000000000019916011435086696
3-May,174-5,23.01,43.962370173102485,-20.952370173102484,0.00000000000004436871051061238,50.30396551724142,-27.29396551724142,-0.0000000000000019916011435086696
3-May,172-1,28.16,43.962370173102485,-15.802370173102485,0.00000000000004436871051061238,50.30396551724142,-22.143965517241423,-0.0000000000000019916011435086696
3-May,171-1,36.62,43.962370173102485,-7.342370173102488,0.00000000000004436871051061238,50.30396551724142,-13.683965517241425,-0.0000000000000019916011435086696
3-May,170-1,456.66,43.962370173102485,412.6976298268975,0.00000000000004436871051061238,50.30396551724142,406.3560344827586,-0.0000000000000019916011435086696
3-May,169-1,36.02,43.962370173102485,-7.942370173102482,0.00000000000004436871051061238,50.30396551724142,-14.28396551724142,-0.0000000000000019916011435086696
3-May,168-2,69.31,43.962370173102485,25.347629826897517,0.00000000000004436871051061238,50.30396551724142,19.00603448275858,-0.0000000000000019916011435086696
3-May,167-1,42.02,43.962370173102485,-1.942370173102482,0.00000000000004436871051061238,50.30396551724142,-8.28396551724142,-0.0000000000000019916011435086696
3-May,165-1,25.65,43.962370173102485,-18.312370173102487,0.00000000000004436871051061238,50.30396551724142,-24.653965517241424,-0.0000000000000019916011435086696
3-May,164-1,45.69,43.962370173102485,1.7276298268975125,0.00000000000004436871051061238,50.30396551724142,-4.613965517241425,-0.0000000000000019916011435086696
3-May,163-1,43.66,43.962370173102485,-0.3023701731024886,0.00000000000004436871051061238,50.30396551724142,-6.643965517241426,-0.0000000000000019916011435086696
3-May,162-1,63.19,43.962370173102485,19.227629826897513,0.00000000000004436871051061238,50.30396551724142,12.886034482758575,-0.0000000000000019916011435086696
3-May,160-1,41.3,43.962370173102485,-2.662370173102488,0.00000000000004436871051061238,50.30396551724142,-9.003965517241426,-0.0000000000000019916011435086696
3-May,159-1,41.02,43.962370173102485,-2.942370173102482,0.00000000000004436871051061238,50.30396551724142,-9.28396551724142,-0.0000000000000019916011435086696
3-May,158-1,20.65,43.962370173102485,-23.312370173102487,0.00000000000004436871051061238,50.30396551724142,-29.653965517241424,-0.0000000000000019916011435086696
3-May,157-1,38,43.962370173102485,-5.962370173102485,0.00000000000004436871051061238,50.30396551724142,-12.303965517241423,-0.0000000000000019916011435086696
3-May,155-1,80.92,43.962370173102485,36.95762982689752,0.00000000000004436871051061238,50.30396551724142,30.61603448275858,-0.0000000000000019916011435086696
3-May,154-1,41.3,43.962370173102485,-2.662370173102488,0.00000000000004436871051061238,50.30396551724142,-9.003965517241426,-0.0000000000000019916011435086696
3-May,153-1,102.2,43.962370173102485,58.23762982689752,0.00000000000004436871051061238,50.30396551724142,51.89603448275858,-0.0000000000000019916011435086696
3-May,152-1,60,43.962370173102485,16.037629826897515,0.00000000000004436871051061238,50.30396551724142,9.696034482758577,-0.0000000000000019916011435086696
3-May,149-1,44.66,43.962370173102485,0.6976298268975114,0.00000000000004436871051061238,50.30396551724142,-5.643965517241426,-0.0000000000000019916011435086696
3-May,149-2,44.66,43.962370173102485,0.6976298268975114,0.00000000000004436871051061238,50.30396551724142,-5.643965517241426,-0.0000000000000019916011435086696
3-May,147-1,63.78,43.962370173102485,19.817629826897516,0.00000000000004436871051061238,50.30396551724142,13.476034482758578,-0.0000000000000019916011435086696
3-May,146-1,42.26,43.962370173102485,-1.7023701731024872,0.00000000000004436871051061238,50.30396551724142,-8.043965517241425,-0.0000000000000019916011435086696
3-May,145-1,61.67,43.962370173102485,17.707629826897517,0.00000000000004436871051061238,50.30396551724142,11.366034482758579,-0.0000000000000019916011435086696
3-May,144-1,72.04,43.962370173102485,28.07762982689752,0.00000000000004436871051061238,50.30396551724142,21.736034482758583,-0.0000000000000019916011435086696
3-May,143-1,51.3,43.962370173102485,7.337629826897512,0.00000000000004436871051061238,50.30396551724142,0.9960344827585743,-0.0000000000000019916011435086696
3-May,142-1,41.3,43.962370173102485,-2.662370173102488,0.00000000000004436871051061238,50.30396551724142,-9.003965517241426,-0.0000000000000019916011435086696
3-May,141-1,63.67,43.962370173102485,19.707629826897517,0.00000000000004436871051061238,50.30396551724142,13.366034482758579,-0.0000000000000019916011435086696
3-May,140-1,51.09,43.962370173102485,7.127629826897518,0.00000000000004436871051061238,50.30396551724142,0.7860344827585806,-0.0000000000000019916011435086696
3-May,138-1,40.02,43.962370173102485,-3.942370173102482,0.00000000000004436871051061238,50.30396551724142,-10.28396551724142,-0.0000000000000019916011435086696
3-May,137-1,38.36,43.962370173102485,-5.602370173102486,0.00000000000004436871051061238,50.30396551724142,-11.943965517241423,-0.0000000000000019916011435086696
